"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"FCGR2A",2.79123431696429e-148,1.19467120120196,0.826,0.73,5.04794726222992e-144,"3","FCGR2A"
"RBMS3",3.54457149705814e-148,1.61757654544926,0.675,0.397,6.41035755242964e-144,"3","RBMS3"
"TAX1BP3",9.72299823955184e-148,0.874178650562701,0.908,0.909,1.75840423162295e-143,"3","TAX1BP3"
"LTBP1",2.07932634221144e-147,1.35318440510738,0.713,0.45,3.76046168988939e-143,"3","LTBP1"
"APOL2",4.49842861469973e-147,1.22855899100856,0.811,0.747,8.13540814968445e-143,"3","APOL2"
"DDR2",5.90392319511969e-147,1.56180065104661,0.701,0.468,1.0677245098374e-142,"3","DDR2"
"CCPG1",7.85612927772057e-147,1.04269953427219,0.83,0.85,1.42078097987577e-142,"3","CCPG1"
"RTN4",8.25465103656319e-147,0.791274010430701,0.925,0.93,1.49285363996245e-142,"3","RTN4"
"FBXO32",1.20101851009163e-146,1.19626119600694,0.845,0.807,2.17204197550072e-142,"3","FBXO32"
"ZEB1",2.13990933396428e-146,1.46879696200395,0.73,0.517,3.8700260304744e-142,"3","ZEB1"
"BOC",3.89387118797398e-146,1.36595370539586,0.656,0.359,7.04206604345095e-142,"3","BOC"
"PLXNC1",9.12973532147162e-146,1.44065893744571,0.761,0.611,1.65111263288814e-141,"3","PLXNC1"
"VASH1",4.96583991479226e-145,1.22936396566265,0.825,0.673,8.9807214859018e-141,"3","VASH1"
"TGM2",5.1154414834783e-145,1.08112304172593,0.854,0.709,9.2512759228705e-141,"3","TGM2"
"GPR68",8.03798626637316e-145,1.94678462412214,0.615,0.345,1.45366981627359e-140,"3","GPR68"
"RFTN1",2.1857705353819e-144,1.37095346850602,0.769,0.569,3.95296601323817e-140,"3","RFTN1"
"ATF3",2.59334302042849e-144,1.41366549583294,0.806,0.701,4.69006085244492e-140,"3","ATF3"
"FCGR3A",7.1931649411348e-144,0.877284357763699,0.884,0.819,1.30088387960423e-139,"3","FCGR3A"
"SPI1",1.73493274291842e-143,0.764363373642906,0.905,0.841,3.13762586556796e-139,"3","SPI1"
"CCDC71L",5.39884108938201e-143,1.44357761290521,0.824,0.768,9.76380411014737e-139,"3","CCDC71L"
"ATP10A",6.32221971206968e-143,2.03152467233272,0.568,0.285,1.1433734349278e-138,"3","ATP10A"
"RRBP1",2.96464139810872e-142,0.614370611103564,0.966,0.944,5.36155396847963e-138,"3","RRBP1"
"CD2",3.90529668836387e-142,1.72663149810807,0.678,0.445,7.06272906090606e-138,"3","CD2"
"CCDC3",7.84325850722385e-142,1.71242945496826,0.614,0.333,1.41845330103143e-137,"3","CCDC3"
"ARHGAP9",1.66693040986893e-141,1.71396662657784,0.643,0.376,3.01464364624796e-137,"3","ARHGAP9"
"ISG15",2.73376489658085e-141,1.41265670314561,0.797,0.732,4.94401381546647e-137,"3","ISG15"
"CFLAR",3.59713503130928e-141,0.67155052303751,0.959,0.962,6.50541870412283e-137,"3","CFLAR"
"HTRA3",8.45090332004723e-141,1.95270906753409,0.629,0.382,1.52834586543054e-136,"3","HTRA3"
"PDGFD",1.02149784147417e-140,2.20204039766003,0.558,0.288,1.84737884630604e-136,"3","PDGFD"
"LY96",2.46516740456603e-140,1.34553531726967,0.755,0.624,4.45825525115767e-136,"3","LY96"
"JAM3",3.2412915237953e-140,1.62841044336404,0.642,0.365,5.86187572078379e-136,"3","JAM3"
"CDKN1A",3.52294995983392e-140,1.34696182674531,0.785,0.629,6.37125500235964e-136,"3","CDKN1A"
"FKBP10",4.5111341789358e-140,0.848310671104105,0.947,0.907,8.1583861626054e-136,"3","FKBP10"
"GBP2",5.45397904040312e-140,0.953859648478203,0.856,0.769,9.86352109456905e-136,"3","GBP2"
"ADAMTS1",7.45602875822864e-140,1.13731514441566,0.738,0.524,1.34842280092565e-135,"3","ADAMTS1"
"TMEM45A",4.05558395838738e-139,1.6000958900622,0.666,0.431,7.33452358874358e-135,"3","TMEM45A"
"SDC2",5.45680837142202e-139,0.951232963067366,0.857,0.802,9.86863793971672e-135,"3","SDC2"
"CSF1",5.57571017955693e-139,1.38366164422245,0.744,0.566,1.00836718597287e-134,"3","CSF1"
"ATP2B4",3.9433615517056e-138,0.9099083171996,0.854,0.815,7.13156936625957e-134,"3","ATP2B4"
"CST3",4.85369707829176e-138,0.595725990898429,0.959,0.965,8.77791116609064e-134,"3","CST3"
"LHFPL6",2.46082061353056e-137,1.27261307004457,0.735,0.502,4.45039407957001e-133,"3","LHFPL6"
"GEM",2.78947748796338e-137,1.04613088971424,0.905,0.891,5.04477003698177e-133,"3","GEM"
"GIMAP4",5.60115986073835e-137,1.32843195923471,0.775,0.617,1.01296976081453e-132,"3","GIMAP4"
"PTMS1",7.29879073522556e-137,0.804951680288733,0.923,0.904,1.31998630446554e-132,"3","PTMS"
"TTC14",8.31787666973044e-137,1.59330571754349,0.635,0.363,1.50428799572075e-132,"3","TTC14"
"PSMB9",1.33408929200342e-136,1.08003472903959,0.824,0.799,2.41270048458819e-132,"3","PSMB9"
"TXNDC11",1.42951276118043e-136,1.11827314566926,0.827,0.871,2.58527382859481e-132,"3","TXNDC11"
"IDS",1.57475088690226e-136,1.33008544407225,0.761,0.614,2.84793697896273e-132,"3","IDS"
"VCL",3.1010843479702e-136,0.812722630840457,0.892,0.907,5.6083110433041e-132,"3","VCL"
"PCED1A",6.53371454994884e-136,1.49927453045335,0.736,0.565,1.18162227635825e-131,"3","PCED1A"
"HDGFL3",6.71005563888533e-136,1.6393819687376,0.668,0.421,1.21351356229241e-131,"3","HDGFL3"
"FYB1",1.45393633559392e-135,1.35559407848008,0.734,0.52,2.6294438629216e-131,"3","FYB1"
"FADS2",1.45467669416316e-135,1.6115029919097,0.723,0.583,2.63078280139408e-131,"3","FADS2"
"ITGA5",5.94841436379449e-135,1.0713022191013,0.816,0.647,1.07577073769223e-130,"3","ITGA5"
"FMOD1",1.05042172661095e-134,1.2167836960123,0.806,0.721,1.89968769257591e-130,"3","FMOD"
"TAP1",6.3842525500862e-134,0.932906106599073,0.858,0.88,1.15459207368309e-129,"3","TAP1"
"IGFBP6",6.4149929457437e-134,2.11147722849404,0.542,0.272,1.16015147423775e-129,"3","IGFBP6"
"CYBB1",7.93215414619415e-133,1.02040107093899,0.836,0.756,1.43453007733921e-128,"3","CYBB"
"CFB",1.24723032992251e-132,1.89117127544041,0.596,0.336,2.25561605166485e-128,"3","CFB"
"KCNN3",1.29991952391643e-132,2.07763949423432,0.455,0.183,2.35090445900286e-128,"3","KCNN3"
"ST8SIA4",4.03601083401666e-132,1.34665895978981,0.749,0.591,7.29912559331913e-128,"3","ST8SIA4"
"JAK3",5.72384035631899e-132,1.72810106983798,0.626,0.371,1.03515652844029e-127,"3","JAK3"
"MEGF6",6.74016127980053e-132,1.37208964398223,0.821,0.756,1.21895816745193e-127,"3","MEGF6"
"MAP3K8",8.01829101895774e-131,1.32334520928407,0.827,0.815,1.45010793077851e-126,"3","MAP3K8"
"GPX7",1.37600305449286e-130,1.9715431538387,0.549,0.284,2.48850152405033e-126,"3","GPX7"
"SYNDIG1",1.15337536462774e-129,2.16029042457151,0.491,0.224,2.08587934692926e-125,"3","SYNDIG1"
"PLAAT4",1.8277701534466e-129,1.22002855977986,0.773,0.652,3.30552232250818e-125,"3","PLAAT4"
"RAB34",1.96217766456839e-129,1.35606389266268,0.745,0.564,3.54859830637193e-125,"3","RAB34"
"AASS",2.43792795548917e-129,1.932156711226,0.545,0.269,4.40899270750216e-125,"3","AASS"
"TMEM173",1.08376119095333e-128,1.32806337294192,0.764,0.654,1.95998211383909e-124,"3","TMEM173"
"MDFI",1.32878489626656e-128,2.23961929202736,0.53,0.265,2.40310748489808e-124,"3","MDFI"
"EVC2",1.40563095701629e-128,2.13947734540985,0.4,0.138,2.54208358576396e-124,"3","EVC2"
"CPNE5",3.16783102032531e-128,1.96644724653243,0.51,0.244,5.72902240025832e-124,"3","CPNE5"
"CRIP2",1.60881651957864e-127,1.26801801133436,0.728,0.519,2.90954467565797e-123,"3","CRIP2"
"NEGR1",2.12847299203174e-127,2.16672262307355,0.416,0.156,3.8493434060894e-123,"3","NEGR1"
"CSF1R",2.96121645559315e-127,1.0761854591818,0.811,0.73,5.35535995994022e-123,"3","CSF1R"
"IL7R",4.8798303335234e-127,1.88468240732144,0.647,0.418,8.82517315817707e-123,"3","IL7R"
"TPST1",6.11996823173082e-127,1.70478322516088,0.682,0.507,1.10679625470852e-122,"3","TPST1"
"RASSF5",2.05713849574877e-126,1.52924660164071,0.658,0.438,3.72033496956165e-122,"3","RASSF5"
"MRVI1",2.18995427096833e-126,1.24332410821067,0.624,0.348,3.96053229904622e-122,"3","MRVI1"
"CHSY1",2.45690536262378e-126,0.916154071887002,0.899,0.898,4.44331334830511e-122,"3","CHSY1"
"DNAJB4",8.5426592400814e-126,1.55125074672232,0.756,0.662,1.54493992356872e-121,"3","DNAJB4"
"ADGRA2",1.31822963448841e-125,1.38795277208805,0.687,0.456,2.38401829397229e-121,"3","ADGRA2"
"CLU",2.08971399418743e-125,0.723055465132296,0.666,0.416,3.77924775848797e-121,"3","CLU"
"GLIPR1",1.67309222634514e-124,1.42975463342845,0.701,0.519,3.02578729134519e-120,"3","GLIPR1"
"BNC2",2.03045672473091e-124,1.6912905852728,0.605,0.35,3.67208098667584e-120,"3","BNC2"
"CCL5",3.75262603245865e-124,1.34337225858225,0.764,0.633,6.78662417970146e-120,"3","CCL5"
"VAMP5",6.03371344056319e-124,1.33276370595921,0.74,0.617,1.09119707572585e-119,"3","VAMP5"
"TNFSF4",3.40649642111284e-123,2.14631477491623,0.559,0.315,6.16064877758256e-119,"3","TNFSF4"
"ST6GALNAC4",2.94362692824432e-122,1.71007917595003,0.599,0.361,5.32354929972986e-118,"3","ST6GALNAC4"
"FMNL3",8.45193788538491e-122,1.09462079819989,0.837,0.786,1.52853296657186e-117,"3","FMNL3"
"LY6E1",8.67759301412221e-122,0.759297316411712,0.921,0.912,1.569342696604e-117,"3","LY6E"
"PSAP",9.38739070412319e-122,0.448323925164965,0.988,0.985,1.69770960884068e-117,"3","PSAP"
"WWTR1",4.55327594424841e-121,1.26524199729866,0.713,0.513,8.23459954517326e-117,"3","WWTR1"
"KLRD1",1.25067588919025e-120,1.76389222395311,0.627,0.41,2.26184734560057e-116,"3","KLRD1"
"PACS1",1.43410189667113e-120,0.896226050493737,0.873,0.874,2.59357328012974e-116,"3","PACS1"
"ATP2A3",3.093392274631e-120,1.41409141042758,0.61,0.36,5.59439992867016e-116,"3","ATP2A3"
"C2",4.44839746338106e-120,1.27437551248835,0.752,0.623,8.04492681252464e-116,"3","C2"
"CD53",6.9447970034705e-120,0.809947055275173,0.83,0.73,1.25596653807764e-115,"3","CD53"
"TNS3",1.80968505537472e-119,0.943588454278427,0.844,0.761,3.27281542264517e-115,"3","TNS3"
"JSRP1",5.18488320045635e-119,2.14312133356689,0.48,0.232,9.3768612680253e-115,"3","JSRP1"
"IFI44L",5.67934692514805e-119,1.74339522270385,0.614,0.373,1.02710989141302e-114,"3","IFI44L"
"ARRDC3",6.84401737046535e-119,0.646935884347704,0.958,0.966,1.23774054144866e-114,"3","ARRDC3"
"OLFML3",9.3156135082446e-119,1.82978984880801,0.62,0.413,1.68472870296604e-114,"3","OLFML3"
"DGKA",9.36776601228141e-119,1.73740645828482,0.591,0.35,1.69416048332109e-114,"3","DGKA"
"RAI14",1.0477315267197e-118,1.1822926003049,0.795,0.773,1.89482246607258e-114,"3","RAI14"
"RRAS",2.08008075059328e-118,1.31930195311871,0.73,0.586,3.76182603744795e-114,"3","RRAS"
"CCDC92",2.65868046923412e-118,1.43534114599193,0.727,0.58,4.80822362860991e-114,"3","CCDC92"
"MSR1",1.13965026170039e-117,0.972551184044105,0.815,0.709,2.06105749828515e-113,"3","MSR1"
"CCDC69",1.43741591459939e-117,1.68630140062193,0.573,0.331,2.599566681553e-113,"3","CCDC69"
"SNED1",1.5349995505852e-117,2.08428358039425,0.48,0.225,2.77604668723333e-113,"3","SNED1"
"FAM20A",1.99683731326772e-117,1.93489762235795,0.56,0.316,3.61128028104468e-113,"3","FAM20A"
"TNFSF12",2.55360787226891e-117,1.4666542566785,0.687,0.492,4.61819983699833e-113,"3","TNFSF12"
"B4GALT11",3.80198253579865e-117,0.762782958061934,0.914,0.906,6.87588541599185e-113,"3","B4GALT1"
"FAM3C",5.05672434207666e-117,0.673491668323533,0.911,0.914,9.14508597264564e-113,"3","FAM3C"
"AMOTL2",7.83400013243832e-117,1.56959872720731,0.672,0.483,1.41677892395147e-112,"3","AMOTL2"
"GAS7",8.58032557806775e-117,1.12085546910591,0.789,0.696,1.55175188079355e-112,"3","GAS7"
"C1QTNF6",9.94961810884576e-117,1.76256246869696,0.649,0.475,1.79938843498476e-112,"3","C1QTNF6"
"TMC8",3.09314472586345e-116,1.66695295126621,0.623,0.396,5.59395223672404e-112,"3","TMC8"
"CDH13",8.62554697042092e-116,1.49591536775468,0.677,0.483,1.55993016960062e-111,"3","CDH13"
"NFKBIZ",2.00747517611672e-115,1.34162914062556,0.811,0.788,3.63051885600709e-111,"3","NFKBIZ"
"LRRC32",2.19183874383679e-115,1.38142342064615,0.655,0.434,3.96394036822884e-111,"3","LRRC32"
"ADAMTS4",3.05145276280585e-115,1.59378958526374,0.694,0.522,5.51855232153439e-111,"3","ADAMTS4"
"IL6",4.91100905724505e-115,2.05805843680351,0.523,0.274,8.88155988002767e-111,"3","IL6"
"ILK",5.14246677400851e-115,1.1818485612285,0.79,0.733,9.30015116079438e-111,"3","ILK"
"ARHGAP28",5.26801867520103e-115,2.27249985494828,0.411,0.169,9.52721177410106e-111,"3","ARHGAP28"
"NPDC1",7.38408226123233e-115,1.17110606181001,0.784,0.649,1.33541127694387e-110,"3","NPDC1"
"CSF2RA",8.83716232648419e-115,1.389228209786,0.696,0.511,1.59820080674466e-110,"3","CSF2RA"
"TMEM184B",1.01994615026109e-114,0.693973782785063,0.883,0.907,1.84457261274717e-110,"3","TMEM184B"
"CRABP2",1.03397613761222e-114,2.21866682753625,0.514,0.276,1.8699458448717e-110,"3","CRABP2"
"ACAP1",1.04441919591015e-114,1.68262865522403,0.572,0.324,1.8888321158035e-110,"3","ACAP1"
"TBC1D10C",1.34622642759038e-114,1.98291890436004,0.486,0.229,2.4346504942972e-110,"3","TBC1D10C"
"CLEC11A",1.42442427825179e-114,1.38172028799779,0.739,0.648,2.57607130721836e-110,"3","CLEC11A"
"PLCG2",2.28468037331613e-114,1.59903066538375,0.596,0.373,4.13184445514222e-110,"3","PLCG2"
"MRC1",2.43890908927734e-114,1.55293013285542,0.672,0.495,4.41076708795806e-110,"3","MRC1"
"UCHL1",2.96282072615673e-114,2.15621873140803,0.49,0.245,5.35826128325445e-110,"3","UCHL1"
"GPX8",3.34689110591879e-114,1.37538980736257,0.749,0.681,6.05285256505413e-110,"3","GPX8"
"PPFIBP1",9.40024664231967e-114,0.859268464264417,0.947,0.92,1.70003460526351e-109,"3","PPFIBP1"
"SAMHD1",1.32113826381935e-113,0.756356916527537,0.898,0.911,2.38927855011729e-109,"3","SAMHD1"
"MN1",1.97560573147096e-113,1.94509845650677,0.458,0.204,3.57288296536524e-109,"3","MN1"
"TMEM204",2.10324598179111e-113,1.6156771966876,0.641,0.434,3.80372035806922e-109,"3","TMEM204"
"VPS35L",3.05838806830568e-113,1.44320083765034,0.688,0.52,5.53109482153082e-109,"3","VPS35L"
"CADM1",6.91002336563409e-113,1.64502080389392,0.591,0.373,1.24967772567493e-108,"3","CADM1"
"MDFIC",7.18337007849145e-113,0.991179628644346,0.807,0.82,1.29911247869518e-108,"3","MDFIC"
"KCNMA1",2.38960307674129e-112,0.909174023613081,0.694,0.492,4.32159716428662e-108,"3","KCNMA1"
"TUBB6",5.59650079445352e-112,1.55533762251894,0.6,0.357,1.01212716867692e-107,"3","TUBB6"
"PRKD1",8.27874926001945e-112,1.91483898937781,0.598,0.392,1.49721180367452e-107,"3","PRKD1"
"NLGN2",2.32341782975535e-111,1.72396351212631,0.585,0.35,4.20190114511256e-107,"3","NLGN2"
"EVA1B",3.88570477049601e-111,1.64664813858516,0.643,0.446,7.02729707744204e-107,"3","EVA1B"
"CDC42SE1",5.53363772681203e-111,0.773092793760389,0.913,0.914,1.00075838289396e-106,"3","CDC42SE1"
"B3GNT9",1.02820114941082e-110,1.84700695379415,0.577,0.354,1.85950177870947e-106,"3","B3GNT9"
"SEC24D",1.33974626131065e-110,0.78045188143439,0.848,0.869,2.42293111358031e-106,"3","SEC24D"
"STMN3",2.01598593347353e-110,1.81134563424684,0.561,0.318,3.64591056068688e-106,"3","STMN3"
"GGT5",2.98057314840391e-110,1.36733609889361,0.682,0.488,5.39036653888847e-106,"3","GGT5"
"AKNA",5.51815627583218e-110,1.06946195691635,0.838,0.845,9.9795856248425e-106,"3","AKNA"
"TNKS1BP1",9.91846753834707e-110,1.03236282053415,0.817,0.79,1.79375485431007e-105,"3","TNKS1BP1"
"GPR34",1.32741448981118e-109,1.65062081590932,0.623,0.421,2.40062910482351e-105,"3","GPR34"
"LIX1L",1.61514495762015e-109,1.11217518631652,0.774,0.719,2.92098965585604e-105,"3","LIX1L"
"CD248",2.14888418979813e-109,1.29195578561444,0.739,0.584,3.88625705724993e-105,"3","CD248"
"CD63",6.95722088906534e-109,0.61419231533446,0.897,0.939,1.25821339778747e-104,"3","CD63"
"KLHL6",2.65391519159467e-108,1.45299066715285,0.628,0.413,4.79960562399896e-104,"3","KLHL6"
"ERLEC1",7.8119111590976e-108,0.6896599316263,0.871,0.9,1.4127841331228e-103,"3","ERLEC1"
"SLFN5",8.71756036401207e-108,1.46864196463669,0.666,0.481,1.57657079183158e-103,"3","SLFN5"
"CFI",1.2784237423285e-107,1.6316191557384,0.6,0.375,2.31202933800109e-103,"3","CFI"
"HOPX",2.91658002595134e-107,1.911457249627,0.529,0.297,5.274634976933e-103,"3","HOPX"
"SLA",4.55347938780029e-107,1.3133115899653,0.668,0.47,8.23496747283682e-103,"3","SLA"
"SLAMF7",5.65149997968219e-107,1.71313109591503,0.572,0.354,1.02207377132552e-102,"3","SLAMF7"
"ITM2C",8.66244275738411e-107,0.579711998966993,0.926,0.94,1.56660277267292e-102,"3","ITM2C"
"P2RY10",9.18220452750565e-106,1.94390701630467,0.456,0.212,1.6606016887994e-101,"3","P2RY10"
"GADD45B",1.25980354185452e-105,1.34945262325584,0.684,0.505,2.27835470544391e-101,"3","GADD45B"
"ARSA",1.95446311399176e-105,1.49380543011092,0.664,0.545,3.53464654165409e-101,"3","ARSA"
"MAP4K1",8.00787477637043e-105,1.67097391211664,0.586,0.376,1.44822415330659e-100,"3","MAP4K1"
"EGFL7",9.79459644124488e-105,1.48691631652248,0.699,0.514,1.77135276639914e-100,"3","EGFL7"
"SGCD",1.84851880054001e-104,1.7097901794499,0.457,0.209,3.34304625077661e-100,"3","SGCD"
"MGAT1",1.94870873668073e-104,0.705525442431889,0.871,0.904,3.5242397502871e-100,"3","MGAT1"
"ITM2A",2.80602053414263e-104,1.79591232623989,0.498,0.255,5.07468813599694e-100,"3","ITM2A"
"PLEKHO2",2.82006838909968e-104,1.18435697238293,0.751,0.651,5.10009368168677e-100,"3","PLEKHO2"
"YPEL3",3.45788909101199e-104,0.896593584236741,0.821,0.824,6.25359242109518e-100,"3","YPEL3"
"IL2RG",3.84339821970683e-104,1.2254609639357,0.691,0.523,6.9507856803398e-100,"3","IL2RG"
"LSP1",7.19303736111783e-104,0.492074345499054,0.874,0.831,1.30086080675816e-99,"3","LSP1"
"OMD",1.28815408696334e-103,2.26690376163572,0.404,0.178,2.3296266662732e-99,"3","OMD"
"KLF7",1.70323256536309e-103,1.6564978415856,0.566,0.335,3.08029609445914e-99,"3","KLF7"
"PTPRM",1.75485347612301e-103,1.30335728575412,0.655,0.453,3.17365251156846e-99,"3","PTPRM"
"SRPRA",3.44596888765509e-103,0.567662486608603,0.913,0.931,6.23203473332423e-99,"3","SRPRA"
"PTPN1",4.25370318803136e-103,0.768368933946898,0.874,0.9,7.69282221555471e-99,"3","PTPN1"
"CHFR",6.11028433341163e-103,1.55579052151761,0.596,0.373,1.10504492169749e-98,"3","CHFR"
"EPS15",1.33519128713105e-102,0.768094151692621,0.896,0.913,2.41469344277651e-98,"3","EPS15"
"PIK3CD",1.76755751197475e-102,1.60522732553446,0.567,0.335,3.19662776040633e-98,"3","PIK3CD"
"TAPBP",2.05227260438192e-102,0.55985763471763,0.982,0.961,3.71153500502471e-98,"3","TAPBP"
"LITAF",2.87583206871e-102,0.539956658974788,0.873,0.86,5.20094229626203e-98,"3","LITAF"
"CYP1B1",4.71866961849555e-102,1.53027344624097,0.637,0.45,8.5337140050492e-98,"3","CYP1B1"
"ACKR3",1.15466373677849e-101,1.44425368413101,0.648,0.457,2.08820936796389e-97,"3","ACKR3"
"CEBPB",1.49608832556433e-101,0.624331601589135,0.897,0.934,2.70567573678309e-97,"3","CEBPB"
"LGMN",1.85690758562592e-101,0.613681721720784,0.902,0.937,3.35821736860448e-97,"3","LGMN"
"ARHGAP23",2.91306781453426e-101,1.50051117549533,0.621,0.408,5.26828314258521e-97,"3","ARHGAP23"
"CD93",4.65877748751825e-101,1.14400753463669,0.737,0.589,8.42539908617675e-97,"3","CD93"
"PARVG",1.17535749862694e-100,1.40971632748085,0.637,0.437,2.12563403626682e-96,"3","PARVG"
"OAF",2.25699635659614e-100,1.00278734647589,0.801,0.791,4.08177791090411e-96,"3","OAF"
"ANKRD44",5.94878945792912e-100,1.47551589826709,0.625,0.426,1.07583857346648e-95,"3","ANKRD44"
"NTM",6.00136493769346e-100,1.98894523288446,0.475,0.247,1.08534684898186e-95,"3","NTM"
"DNM1",6.09135646619074e-100,1.88314310049503,0.476,0.242,1.10162181691059e-95,"3","DNM1"
"FYN",7.07906675758265e-100,1.2329043853403,0.758,0.673,1.28024922310882e-95,"3","FYN"
"RASGRP1",2.34728663467531e-99,1.97003338915516,0.445,0.211,4.2450678788103e-95,"3","RASGRP1"
"RCAN1",2.35125588910037e-99,1.77897428460787,0.672,0.564,4.25224627543801e-95,"3","RCAN1"
"TENM4",2.84407450625284e-99,2.0271326798103,0.452,0.226,5.14350874455825e-95,"3","TENM4"
"SP140",3.34061694453633e-99,1.5097867253914,0.585,0.372,6.04150574419394e-95,"3","SP140"
"PPP1R18",3.39090250868226e-99,0.865116935246588,0.85,0.866,6.13244718695186e-95,"3","PPP1R18"
"INPP5D",8.92256170269142e-99,1.6834457748268,0.543,0.313,1.61364528393174e-94,"3","INPP5D"
"ZAP70",9.60653124999983e-99,1.98750841638815,0.459,0.227,1.73734117656247e-94,"3","ZAP70"
"GIMAP7",9.7419000006245e-99,1.36806793658224,0.642,0.449,1.76182261511294e-94,"3","GIMAP7"
"CAV2",1.38484655567073e-98,1.15800802676412,0.723,0.628,2.50449499593051e-94,"3","CAV2"
"ZNF331",1.40413019136111e-98,1.80024341929072,0.574,0.364,2.53936945107658e-94,"3","ZNF331"
"NOTCH3",1.52352444902914e-98,0.840109252499262,0.817,0.693,2.7552939660692e-94,"3","NOTCH3"
"ASAP1",2.1409864683896e-98,0.955819512030336,0.807,0.818,3.87197402808259e-94,"3","ASAP1"
"SSH1",4.26288221238983e-98,1.01911658268677,0.816,0.817,7.709422481107e-94,"3","SSH1"
"IKZF3",4.71547840598591e-98,1.75709840427395,0.537,0.326,8.52794269722551e-94,"3","IKZF3"
"GBP5",5.5527689141479e-98,1.08008382988364,0.741,0.592,1.00421825812365e-93,"3","GBP5"
"FXYD6",6.42021114738812e-98,0.914283052519265,0.691,0.5,1.16109518600514e-93,"3","FXYD6"
"LIMD2",7.58274641759182e-98,1.46674429140769,0.651,0.483,1.37133968962148e-93,"3","LIMD2"
"NR4A3",5.82597165955296e-97,2.2419570391681,0.464,0.242,1.05362697463015e-92,"3","NR4A3"
"SYTL1",1.18468883653588e-96,1.79363926152813,0.537,0.329,2.14250976087514e-92,"3","SYTL1"
"RFLNB",1.18959702246329e-96,1.37229342149726,0.63,0.426,2.15138621512487e-92,"3","RFLNB"
"SASH3",1.38106977734467e-96,1.46020106001201,0.591,0.381,2.49766469232783e-92,"3","SASH3"
"CD37",1.45538778779162e-96,1.07649853235223,0.707,0.559,2.63206881422115e-92,"3","CD37"
"SBNO2",1.80024546042229e-96,0.707519791294311,0.894,0.919,3.25574391517371e-92,"3","SBNO2"
"RBMS1",2.08291563118525e-96,1.29541543555265,0.687,0.535,3.76695291899852e-92,"3","RBMS1"
"FIBIN",6.32524895218949e-96,1.82232829786494,0.438,0.21,1.14392127300347e-91,"3","FIBIN"
"BHLHE41",1.35094249354556e-95,1.06975675868586,0.759,0.756,2.44317949957714e-91,"3","BHLHE41"
"VSIG4",1.80159079984438e-95,1.09437273202885,0.687,0.515,3.25817696151856e-91,"3","VSIG4"
"TGFB3",2.29061314366323e-95,1.11292072212921,0.71,0.583,4.14257387031495e-91,"3","TGFB3"
